,SK_ID_BUREAU,MONTHS_BALANCE,STATUS
2413,5718761,-9,C
2414,5718761,-10,C
2415,5718761,-11,C
2416,5718761,-12,C
2417,5718761,-13,C
2418,5718761,-14,C
2419,5718761,-15,C
2420,5718761,-16,C
2421,5718761,-17,C
2422,5718761,-18,C
2423,5718761,-19,1
2424,5718761,-20,0
2425,5718762,0,C
2426,5718762,-1,C
2427,5718762,-2,C
2428,5718762,-3,C
2429,5718762,-4,C
2430,5718762,-5,C
2431,5718762,-6,C
2432,5718762,-7,C
2433,5718762,-8,C
2434,5718762,-9,C
2435,5718762,-10,C
2436,5718762,-11,0
2437,5718762,-12,X
2438,5718762,-13,0
2439,5718762,-14,X
2440,5718762,-15,0
2441,5718762,-16,0
2442,5718762,-17,X
2443,5718762,-18,0
2444,5718762,-19,0
2445,5718762,-20,X
2446,5718762,-21,X
2447,5718762,-22,0
2448,5718762,-23,X
2449,5718762,-24,X
2450,5718762,-25,X
2451,5718762,-26,0
2452,5718762,-27,X
2453,5718762,-28,X
2454,5718762,-29,X
2455,5718762,-30,0
2456,5718762,-31,1
2457,5718762,-32,X
2458,5718762,-33,0
2459,5718762,-34,0
2460,5718762,-35,X
2461,5718763,0,X
2462,5718763,-1,X
2463,5718763,-2,X
2464,5718763,-3,X
2465,5718763,-4,0
2466,5718763,-5,X
2467,5718763,-6,0
2468,5718763,-7,0
2469,5718763,-8,X
2470,5718763,-9,X
2471,5718763,-10,0
2472,5718764,0,C
2473,5718764,-1,C
2474,5718764,-2,C
2475,5718764,-3,C
2476,5718764,-4,C
2477,5718764,-5,C
2478,5718764,-6,C
2479,5718764,-7,C
2480,5718764,-8,C
2481,5718764,-9,C
2482,5718764,-10,C
2483,5718764,-11,C
2484,5718764,-12,C
2485,5718764,-13,C
2486,5718764,-14,C
2487,5718764,-15,C
2488,5718764,-16,C
2489,5718764,-17,C
2490,5718764,-18,C
2491,5718764,-19,C
2492,5718764,-20,C
2493,5718764,-21,C
2494,5718764,-22,C
2495,5718764,-23,C
2496,5718764,-24,C
2497,5718764,-25,C
2498,5718764,-26,C
2499,5718764,-27,C
2500,5718764,-28,C
2501,5718764,-29,C
2502,5718764,-30,C
2503,5718764,-31,C
2504,5718764,-32,0
2505,5718865,0,X
2506,5718865,-1,0
2507,5718865,-2,0
2508,5718865,-3,0
2509,5718865,-4,0
2510,5718865,-5,0
2511,5718865,-6,0
2512,5718865,-7,0
2513,5718865,-8,0
2514,5718865,-9,0
2515,5718865,-10,0
2516,5718865,-11,0
2517,5718865,-12,0
2518,5718865,-13,0
2519,5718865,-14,0
2520,5718865,-15,0
2521,5718865,-16,0
2522,5718865,-17,0
2523,5718865,-18,0
2524,5718865,-19,0
2525,5718865,-20,0
2526,5718865,-21,0
2527,5718865,-22,0
2528,5718865,-23,0
2529,5718865,-24,0
2530,5718865,-25,0
2531,5718865,-26,0
2532,5718865,-27,0
2533,5718865,-28,0
2534,5718865,-29,0
2535,5718865,-30,0
2536,5718894,0,C
2537,5718894,-1,C
2538,5718894,-2,C
2539,5718894,-3,C
2540,5718894,-4,C
2541,5718894,-5,C
2542,5718894,-6,C
2543,5718894,-7,C
2544,5718894,-8,C
2545,5718894,-9,C
2546,5718894,-10,C
2547,5718894,-11,C
2548,5718894,-12,C
2549,5718894,-13,C
2550,5718894,-14,C
2551,5718894,-15,C
2552,5718894,-16,C
2553,5718894,-17,C
2554,5718894,-18,C
2555,5718894,-19,C
2556,5718894,-20,C
2557,5718894,-21,C
2558,5718894,-22,C
2559,5718894,-23,C
2560,5718894,-24,C
2561,5718894,-25,C
2562,5718894,-26,C
2563,5718894,-27,C
2564,5718894,-28,C
2565,5718894,-29,C
2566,5718894,-30,C
2567,5718894,-31,C
2568,5718894,-32,C
2569,5718894,-33,C
2570,5718894,-34,C
2571,5718894,-35,C
2572,5718894,-36,C
2573,5718894,-37,C
2574,5718894,-38,C
2575,5718894,-39,C
2576,5718894,-40,C
2577,5718894,-41,C
2578,5718894,-42,C
2579,5718894,-43,C
2580,5718894,-44,C
2581,5718894,-45,C
2582,5718894,-46,C
2583,5718894,-47,C
2584,5718894,-48,C
2585,5718894,-49,C
2586,5718894,-50,C
2587,5718894,-51,C
2588,5718894,-52,C
2589,5718894,-53,C
2590,5718894,-54,C
2591,5718894,-55,C
2592,5718894,-56,C
2593,5718894,-57,C
2594,5718894,-58,C
2595,5718894,-59,C
2596,5718894,-60,C
2597,5718894,-61,C
2598,5718894,-62,C
2599,5718894,-63,C
2600,5718894,-64,C
2601,5718894,-65,C
2602,5718894,-66,C
2603,5718894,-67,C
2604,5718894,-68,C
2605,5718894,-69,C
2606,5718894,-70,C
2607,5718894,-71,0
2608,5718894,-72,0
2609,5718894,-73,0
2610,5718894,-74,0
2611,5718894,-75,0
2612,5718894,-76,0
2613,5718894,-77,0
2614,5718894,-78,0
2615,5718894,-79,0
2616,5718894,-80,0
2617,5718894,-81,0
2618,5718894,-82,X
2619,5718895,0,C
2620,5718895,-1,C
2621,5718895,-2,C
2622,5718895,-3,C
2623,5718895,-4,C
2624,5718895,-5,C
2625,5718895,-6,C
2626,5718895,-7,C
2627,5718895,-8,C
2628,5718895,-9,C
2629,5718895,-10,C
2630,5718895,-11,C
2631,5718895,-12,C
2632,5718895,-13,C
2633,5718895,-14,C
2634,5718895,-15,C
2635,5718895,-16,C
2636,5718895,-17,C
2637,5718895,-18,C
2638,5718895,-19,C
2639,5718895,-20,C
2640,5718895,-21,C
2641,5718895,-22,C
2642,5718895,-23,C
2643,5718895,-24,C
2644,5718895,-25,C
2645,5718895,-26,C
2646,5718895,-27,C
2647,5718895,-28,C
2648,5718895,-29,C
2649,5718895,-30,C
2650,5718895,-31,C
2651,5718895,-32,C
2652,5718895,-33,C
2653,5718895,-34,C
2654,5718895,-35,C
2655,5718895,-36,C
2656,5718895,-37,C
2657,5718895,-38,C
2658,5718895,-39,C
2659,5718895,-40,C
2660,5718895,-41,C
2661,5718895,-42,C
2662,5718895,-43,C
2663,5718895,-44,C
2664,5718895,-45,C
2665,5718895,-46,C
2666,5718895,-47,C
2667,5718895,-48,C
2668,5718895,-49,C
2669,5718895,-50,C
2670,5718895,-51,C
2671,5718895,-52,C
2672,5718895,-53,C
2673,5718895,-54,C
2674,5718895,-55,C
2675,5718895,-56,C
2676,5718895,-57,C
2677,5718895,-58,C
2678,5718895,-59,C
2679,5718895,-60,C
2680,5718895,-61,C
2681,5718895,-62,C
2682,5718895,-63,C
2683,5718895,-64,C
2684,5718895,-65,C
2685,5718895,-66,C
2686,5718895,-67,C
2687,5718895,-68,C
2688,5718895,-69,C
2689,5718895,-70,C
2690,5718895,-71,C
2691,5718895,-72,C
2692,5718895,-73,C
2693,5718895,-74,C
2694,5718895,-75,C
2695,5718895,-76,C
2696,5718895,-77,C
2697,5718895,-78,C
2698,5718895,-79,C
2699,5718895,-80,C
2700,5718895,-81,C
2701,5718895,-82,C
2702,5718895,-83,C
2703,5718895,-84,C
2704,5718895,-85,C
2705,5718895,-86,C
2706,5718895,-87,C
2707,5718895,-88,C
2708,5718895,-89,C
2709,5718895,-90,C
2710,5718895,-91,C
2711,5718895,-92,C
2712,5718895,-93,C
2713,5718895,-94,C
2714,5718895,-95,C
2715,5718895,-96,C
2716,5718896,0,X
2717,5718896,-1,X
2718,5718896,-2,X
2719,5718896,-3,X
2720,5718896,-4,X
2721,5718896,-5,X
2722,5718896,-6,X
2723,5718896,-7,X
2724,5718896,-8,X
2725,5718896,-9,X
2726,5718896,-10,X
2727,5718896,-11,X
2728,5718896,-12,X
2729,5718896,-13,X
2730,5718896,-14,X
2731,5718896,-15,X
2732,5718896,-16,X
2733,5718896,-17,X
2734,5718897,0,0
2735,5718897,-1,0
2736,5718897,-2,0
2737,5718897,-3,0
2738,5718897,-4,0
2739,5718897,-5,0
2740,5718897,-6,0
2741,5718897,-7,0
2742,5718897,-8,0
2743,5718897,-9,0
2744,5718897,-10,0
2745,5718897,-11,0
2746,5718898,0,C
2747,5718898,-1,C
2748,5718898,-2,C
2749,5718898,-3,C
2750,5718898,-4,C
2751,5718898,-5,C
2752,5718898,-6,0
2753,5718898,-7,0
2754,5718898,-8,0
2755,5718898,-9,0
2756,5718898,-10,0
2757,5718898,-11,0
2758,5718898,-12,0
2759,5718898,-13,0
2760,5718898,-14,0
2761,5718898,-15,0
2762,5718898,-16,0
2763,5718898,-17,0
2764,5718898,-18,0
2765,5718898,-19,0
2766,5718898,-20,0
2767,5718898,-21,0
2768,5718898,-22,0
2769,5718898,-23,0
2770,5718898,-24,0
2771,5718898,-25,0
2772,5718898,-26,0
2773,5718898,-27,0
2774,5718898,-28,0
2775,5718898,-29,0
2776,5718898,-30,0
2777,5718898,-31,0
2778,5718898,-32,0
2779,5718898,-33,0
2780,5718898,-34,0
2781,5718898,-35,0
2782,5718898,-36,0
2783,5718975,-1,X
2784,5718975,-2,X
2785,5718975,-3,X
2786,5718975,-4,X
2787,5718975,-5,X
2788,5718975,-6,X
2789,5718975,-7,X
2790,5718975,-8,X
2791,5718975,-9,X
2792,5718975,-10,X
2793,5718975,-11,X
2794,5718975,-12,X
2795,5718975,-13,X
2796,5718975,-14,X
2797,5718975,-15,X
2798,5718975,-16,X
2799,5718975,-17,X
2800,5718975,-18,X
2801,5718975,-19,X
2802,5718975,-20,X
2803,5718975,-21,X
2804,5718975,-22,X
2805,5718975,-23,X
2806,5718975,-24,X
2807,5718975,-25,X
2808,5718975,-26,X
2809,5718975,-27,X
2810,5718975,-28,X
2811,5718975,-29,X
2812,5718975,-30,X
2813,5718975,-31,X
2814,5718975,-32,X
2815,5718975,-33,X
2816,5718975,-34,X
2817,5718975,-35,X
2818,5718975,-36,X
2819,5718975,-37,X
2820,5718975,-38,X
2821,5718975,-39,X
2822,5718976,0,X
2823,5718976,-1,X
2824,5718976,-2,X
2825,5718976,-3,X
2826,5718976,-4,X
2827,5718976,-5,X
2828,5718976,-6,X
2829,5718976,-7,X
2830,5718976,-8,X
2831,5718976,-9,X
2832,5718976,-10,X
2833,5718976,-11,X
2834,5718976,-12,X
2835,5718976,-13,X
2836,5718976,-14,X
2837,5718976,-15,X
2838,5718976,-16,X
2839,5718976,-17,X
2840,5718976,-18,X
2841,5718976,-19,X
2842,5718976,-20,X
2843,5718976,-21,X
2844,5718976,-22,X
2845,5718976,-23,X
2846,5718976,-24,X
2847,5718977,0,X
2848,5718977,-1,X
2849,5718977,-2,X
2850,5718977,-3,X
2851,5718977,-4,X
2852,5718977,-5,X
2853,5718977,-6,X
2854,5718977,-7,X
2855,5718977,-8,X
2856,5718977,-9,X
2857,5718977,-10,X
2858,5718977,-11,X
2859,5718977,-12,X
2860,5718977,-13,X
2861,5718977,-14,X
2862,5718977,-15,X
2863,5718977,-16,X
2864,5718977,-17,X
2865,5718977,-18,X
2866,5718977,-19,X
2867,5718977,-20,X
2868,5718977,-21,X
2869,5718977,-22,X
2870,5718977,-23,X
2871,5718977,-24,X
2872,5718977,-25,X
2873,5718977,-26,X
2874,5718977,-27,X
2875,5718977,-28,X
2876,5718977,-29,X
2877,5718977,-30,X
2878,5718977,-31,X
2879,5718977,-32,X
2880,5718977,-33,X
2881,5718977,-34,X
2882,5718977,-35,X
2883,5718977,-36,X
2884,5718977,-37,X
2885,5718977,-38,X
2886,5718977,-39,X
2887,5718977,-40,X
2888,5718977,-41,X
2889,5718977,-42,X
2890,5718977,-43,X
2891,5718977,-44,X
2892,5718977,-45,X
2893,5718977,-46,X
2894,5718977,-47,X
2895,5718979,0,X
2896,5718979,-1,X
2897,5718979,-2,X
2898,5718979,-3,X
2899,5718979,-4,X
2900,5718979,-5,X
2901,5718979,-6,X
2902,5718979,-7,X
2903,5718979,-8,X
2904,5718979,-9,X
2905,5718979,-10,X
2906,5718979,-11,X
2907,5718979,-12,X
2908,5718979,-13,X
2909,5718979,-14,X
2910,5718979,-15,X
2911,5718979,-16,X
2912,5718979,-17,X
2913,5718979,-18,X
2914,5718981,0,X
2915,5718981,-1,X
2916,5718981,-2,X
2917,5718981,-3,X
2918,5718981,-4,0
2919,5718981,-5,X
2920,5718981,-6,0
2921,5718981,-7,0
2922,5718981,-8,X
2923,5718981,-9,0
2924,5718981,-10,X
2925,5718981,-11,0
2926,5718981,-12,X
2927,5718981,-13,0
2928,5718981,-14,X
2929,5718981,-15,0
2930,5718981,-16,X
2931,5718981,-17,0
2932,5718981,-18,0
2933,5718981,-19,X
2934,5718982,0,0
2935,5718982,-1,0
2936,5718982,-2,0
2937,5718982,-3,0
2938,5718982,-4,0
2939,5718982,-5,0
2940,5718982,-6,0
2941,5719018,0,C
2942,5719018,-1,C
2943,5719018,-2,C
2944,5719018,-3,C
2945,5719018,-4,C
2946,5719018,-5,C
2947,5719018,-6,C
2948,5719018,-7,C
2949,5719018,-8,C
2950,5719018,-9,C
2951,5719018,-10,C
2952,5719018,-11,C
2953,5719018,-12,C
2954,5719018,-13,C
2955,5719018,-14,C
2956,5719018,-15,C
2957,5719018,-16,C
2958,5719018,-17,C
2959,5719018,-18,C
2960,5719018,-19,C
2961,5719018,-20,C
2962,5719018,-21,C
2963,5719018,-22,C
2964,5719018,-23,C
2965,5719018,-24,C
2966,5719018,-25,C
2967,5719018,-26,C
2968,5719018,-27,C
2969,5719018,-28,C
2970,5719018,-29,C
2971,5719018,-30,C
2972,5719018,-31,C
2973,5719018,-32,C
2974,5719018,-33,C
2975,5719018,-34,C
2976,5719018,-35,C
2977,5719018,-36,C
2978,5719018,-37,C
2979,5719018,-38,C
2980,5719018,-39,C
2981,5719018,-40,C
2982,5719018,-41,C
2983,5719018,-42,C
2984,5719018,-43,C
2985,5719018,-44,C
2986,5719018,-45,C
2987,5719018,-46,C
2988,5719018,-47,C
2989,5719018,-48,C
2990,5719018,-49,C
2991,5719018,-50,C
2992,5719018,-51,C
2993,5719018,-52,C
2994,5719018,-53,C
2995,5719018,-54,C
2996,5719018,-55,C
2997,5719018,-56,C
2998,5719018,-57,C
2999,5719018,-58,C
