,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1216,2023546,375088,Revolving loans,2250.0,45000.0,45000.0,,45000.0,TUESDAY,11,Y,1,,,,XAP,Approved,-316,XNA,XAP,,Repeater,XNA,Cards,walk-in,Regional / Local,220,Consumer electronics,0.0,XNA,Card Street,-315.0,-273.0,365243.0,365243.0,365243.0,0.0
1217,1519495,113613,Consumer loans,3826.62,76675.5,82116.0,8131.5,76675.5,FRIDAY,17,Y,1,0.098129507490764,,,XAP,Approved,-2670,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,1490,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-2639.0,-1949.0,-1949.0,-1940.0,1.0
1218,1750108,448904,Consumer loans,2690.235,53905.5,57730.5,5715.0,53905.5,FRIDAY,9,Y,1,0.0981023799237856,,,XAP,Approved,-2636,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,1490,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-2605.0,-1915.0,-2245.0,-2242.0,1.0
1219,2328060,248144,Consumer loans,4192.335,35955.0,44914.5,0.0,35955.0,SATURDAY,12,Y,1,0.0,,,XAP,Approved,-295,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Regional / Local,1000,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-264.0,66.0,365243.0,365243.0,0.0
1220,2784087,267850,Consumer loans,22375.035,125910.0,125910.0,0.0,125910.0,MONDAY,15,Y,1,0.0,,,XAP,Approved,-1002,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,30,Furniture,6.0,low_normal,POS industry with interest,365243.0,-971.0,-821.0,-851.0,-842.0,0.0
1221,2334985,430185,Consumer loans,6148.62,27873.0,23076.0,5580.0,27873.0,SUNDAY,16,Y,1,0.2120717222476015,,,XAP,Approved,-761,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,25,Connectivity,4.0,middle,POS mobile without interest,365243.0,-727.0,-637.0,-637.0,-635.0,0.0
1222,2744000,456100,Cash loans,,0.0,0.0,,,SATURDAY,14,Y,1,,,,XNA,Canceled,-193,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1223,1172015,174779,Cash loans,,0.0,0.0,,,WEDNESDAY,10,Y,1,,,,XNA,Canceled,-25,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1224,2334065,164934,Consumer loans,,27855.0,27855.0,0.0,27855.0,WEDNESDAY,19,Y,1,0.0,,,XAP,Unused offer,-1835,Cash through the bank,CLIENT,Unaccompanied,Repeater,Mobile,XNA,XNA,Country-wide,1200,Consumer electronics,,XNA,POS household with interest,,,,,,
1225,1626939,298643,Cash loans,29164.14,270000.0,284611.5,,270000.0,MONDAY,13,Y,1,,,,XNA,Refused,-637,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Country-wide,30,Connectivity,12.0,middle,Cash X-Sell: middle,,,,,,
1226,1799526,430929,Cash loans,41572.62,360000.0,376632.0,,360000.0,MONDAY,15,Y,1,,,,XNA,Approved,-625,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,30,Connectivity,12.0,high,Cash X-Sell: high,365243.0,-595.0,-265.0,-565.0,-556.0,1.0
1227,1640842,216807,Cash loans,10061.91,112500.0,127350.0,,112500.0,THURSDAY,13,Y,1,,,,Other,Approved,-959,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,Country-wide,50,Connectivity,24.0,high,Cash Street: high,365243.0,-929.0,-239.0,-929.0,-912.0,1.0
1228,1471604,128740,Consumer loans,19231.695,180000.0,195444.0,0.0,180000.0,MONDAY,16,Y,1,0.0,,,XAP,Approved,-996,Cash through the bank,XAP,Family,New,Furniture,POS,XNA,Stone,16,Furniture,12.0,middle,POS industry with interest,365243.0,-965.0,-635.0,-635.0,-633.0,0.0
1229,1722265,191019,Consumer loans,,47110.5,47110.5,0.0,47110.5,SATURDAY,13,Y,1,0.0,,,XAP,Unused offer,-809,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,30,Connectivity,,XNA,POS mobile with interest,,,,,,
1230,1974486,239598,Consumer loans,4532.895,22585.5,22585.5,0.0,22585.5,TUESDAY,14,Y,1,0.0,,,XAP,Approved,-2628,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,60,Connectivity,6.0,high,POS mobile with interest,365243.0,-2597.0,-2447.0,-2447.0,-2441.0,0.0
1231,1183360,414116,Consumer loans,11428.965,76005.0,56155.5,22500.0,76005.0,FRIDAY,12,Y,1,0.3115426823876962,,,XAP,Approved,-1797,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,160,Consumer electronics,6.0,high,POS household with interest,365243.0,-1766.0,-1616.0,-1616.0,-1613.0,0.0
1232,2672911,179718,Consumer loans,20452.5,227250.0,204525.0,22725.0,227250.0,WEDNESDAY,9,Y,1,0.1089090909090909,,,XAP,Approved,-2480,Cash through the bank,XAP,Unaccompanied,New,Construction Materials,POS,XNA,Regional / Local,24,Construction,12.0,middle,POS industry with interest,365243.0,-2444.0,-2114.0,-2264.0,-2259.0,0.0
1233,2538442,113832,Consumer loans,5359.23,43650.0,47970.0,0.0,43650.0,MONDAY,9,Y,1,0.0,,,XAP,Approved,-301,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Regional / Local,24,Construction,10.0,low_normal,POS industry with interest,365243.0,-271.0,-1.0,365243.0,365243.0,1.0
1234,2788265,440818,Consumer loans,17211.33,90792.0,85756.5,9081.0,90792.0,SUNDAY,14,Y,1,0.1042840073331176,,,XAP,Approved,-2899,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Stone,122,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-2868.0,-2718.0,-2718.0,-2654.0,1.0
1235,1894326,199886,Consumer loans,5150.655,57298.5,58374.0,5733.0,57298.5,FRIDAY,13,Y,1,0.097395887840925,,,XAP,Approved,-1661,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Stone,107,Consumer electronics,16.0,middle,POS household with interest,365243.0,-1630.0,-1180.0,-1180.0,-1175.0,0.0
1236,2407954,162309,Consumer loans,4020.84,20416.5,20416.5,0.0,20416.5,FRIDAY,13,Y,1,0.0,,,XAP,Approved,-194,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,107,Consumer electronics,6.0,high,POS household with interest,365243.0,-164.0,-14.0,-74.0,-66.0,0.0
1237,1629663,365937,Consumer loans,25372.485,253750.5,228375.0,25375.5,253750.5,THURSDAY,15,Y,1,0.1089110222980303,,,XAP,Refused,-2736,Cash through the bank,VERIF,"Spouse, partner",New,XNA,POS,XNA,Country-wide,1500,Consumer electronics,10.0,low_normal,POS household without interest,,,,,,
1238,2249151,408194,Cash loans,34674.3,180000.0,180000.0,,180000.0,SATURDAY,9,Y,1,,,,XNA,Approved,-178,XNA,XAP,Family,Repeater,XNA,Cash,x-sell,Regional / Local,90,Connectivity,6.0,middle,Cash X-Sell: middle,365243.0,-148.0,2.0,365243.0,365243.0,0.0
1239,2426085,450317,Consumer loans,8575.29,71482.5,64282.5,7200.0,71482.5,MONDAY,13,Y,1,0.1096975419921595,,,XAP,Approved,-2509,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,25,Connectivity,10.0,low_normal,POS mobile with interest,365243.0,-2478.0,-2208.0,-2208.0,-2195.0,0.0
1240,2598818,426728,Cash loans,14746.455,135000.0,143910.0,,135000.0,TUESDAY,9,Y,1,,,,XNA,Approved,-778,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Country-wide,700,Consumer electronics,12.0,middle,Cash X-Sell: middle,365243.0,-748.0,-418.0,-418.0,-416.0,1.0
1241,1474799,368057,Consumer loans,5652.225,30411.0,32215.5,0.0,30411.0,FRIDAY,15,Y,1,0.0,,,XAP,Approved,-348,Cash through the bank,XAP,Unaccompanied,Refreshed,Consumer Electronics,POS,XNA,Regional / Local,103,Consumer electronics,6.0,low_action,POS household without interest,365243.0,-317.0,-167.0,-197.0,-192.0,0.0
1242,1398176,242058,Consumer loans,9477.63,65785.5,62932.5,6750.0,65785.5,WEDNESDAY,9,Y,1,0.1054979892564651,,,XAP,Approved,-2431,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Regional / Local,2000,Furniture,8.0,high,POS industry with interest,365243.0,-2400.0,-2190.0,-2250.0,-2245.0,1.0
1243,1011065,315019,Consumer loans,9852.21,146344.5,171459.0,0.0,146344.5,SATURDAY,16,Y,1,0.0,,,XAP,Approved,-787,Cash through the bank,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Regional / Local,140,Consumer electronics,24.0,middle,POS household with interest,365243.0,-751.0,-61.0,-421.0,-403.0,0.0
1244,1118935,248537,Consumer loans,15617.61,81090.0,76594.5,8109.0,81090.0,THURSDAY,11,Y,1,0.1042629664868415,,,XAP,Approved,-1573,Cash through the bank,XAP,"Spouse, partner",New,Furniture,POS,XNA,Regional / Local,65,Furniture,6.0,high,POS industry with interest,365243.0,-1542.0,-1392.0,-1392.0,-1388.0,0.0
1245,2390483,136312,Cash loans,25580.97,225000.0,239850.0,,225000.0,SATURDAY,10,Y,1,,,,XNA,Approved,-382,Cash through the bank,XAP,Other_B,Refreshed,XNA,Cash,x-sell,AP+ (Cash loan),6,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-352.0,-22.0,-52.0,-45.0,1.0
1246,1738461,318666,Revolving loans,2250.0,45000.0,45000.0,,45000.0,SUNDAY,14,Y,1,,,,XAP,Refused,-270,XNA,LIMIT,Unaccompanied,Repeater,XNA,Cards,walk-in,Stone,100,Construction,0.0,XNA,Card Street,,,,,,
1247,1056750,210262,Consumer loans,6467.355,62055.0,55849.5,6205.5,62055.0,FRIDAY,9,Y,1,0.1089090909090909,,,XAP,Approved,-2443,XNA,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,150,Consumer electronics,10.0,middle,POS household with interest,,,,,,
1248,1408029,150850,Cash loans,43377.165,1291500.0,1479024.0,,1291500.0,MONDAY,17,Y,1,,,,XNA,Refused,-7,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
1249,2329546,286391,Cash loans,,0.0,0.0,,,SUNDAY,15,Y,1,,,,XNA,Canceled,-368,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1250,2711086,436917,Cash loans,,0.0,0.0,,,SATURDAY,11,Y,1,,,,XNA,Canceled,-159,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1251,1812932,365650,Cash loans,,0.0,0.0,,,FRIDAY,11,Y,1,,,,XNA,Refused,-314,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1252,1972307,365650,Cash loans,,0.0,0.0,,,WEDNESDAY,16,Y,1,,,,XNA,Canceled,-211,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1253,2128868,159992,Consumer loans,30596.31,348795.0,348795.0,0.0,348795.0,FRIDAY,18,Y,1,0.0,,,XAP,Refused,-714,Cash through the bank,HC,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,2160,Consumer electronics,12.0,low_action,POS household without interest,,,,,,
1254,1793905,173168,Consumer loans,3961.17,78579.0,87462.0,0.0,78579.0,SUNDAY,15,Y,1,0.0,,,XAP,Approved,-629,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,2160,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-598.0,92.0,365243.0,365243.0,0.0
1255,1120055,439876,Cash loans,16197.48,450000.0,553950.0,,450000.0,THURSDAY,10,Y,1,,,,Buying a used car,Refused,-667,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,60.0,low_normal,Cash Street: low,,,,,,
1256,1713106,214247,Revolving loans,,0.0,0.0,,,TUESDAY,10,Y,1,,,,XAP,Canceled,-95,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1257,1680009,272465,Cash loans,,0.0,0.0,,,WEDNESDAY,10,Y,1,,,,XNA,Canceled,-56,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1258,1678572,123345,Cash loans,31587.255,855000.0,979146.0,,855000.0,WEDNESDAY,9,Y,1,,,,XNA,Approved,-658,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-627.0,1143.0,-537.0,-535.0,0.0
1259,1216879,391793,Consumer loans,13351.545,115650.0,127863.0,0.0,115650.0,WEDNESDAY,9,Y,1,0.0,,,XAP,Approved,-576,Cash through the bank,XAP,,New,Furniture,POS,XNA,Stone,350,Consumer electronics,12.0,middle,POS household with interest,365243.0,-545.0,-215.0,-215.0,-208.0,0.0
1260,1458819,313739,Cash loans,32580.765,337500.0,481608.0,,337500.0,THURSDAY,18,Y,1,,,,Urgent needs,Refused,-508,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,,,,,,
1261,2653582,277175,Cash loans,6322.86,67500.0,84564.0,,67500.0,WEDNESDAY,10,Y,1,,,,XNA,Approved,-841,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-811.0,-301.0,-511.0,-508.0,1.0
1262,1691978,330333,Consumer loans,16617.06,80010.0,84235.5,0.0,80010.0,SATURDAY,11,Y,1,0.0,,,XAP,Approved,-685,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Regional / Local,589,Consumer electronics,6.0,high,POS household with interest,365243.0,-654.0,-504.0,-504.0,-495.0,0.0
1263,1544650,252032,Consumer loans,10811.475,98005.5,55804.5,45000.0,98005.5,FRIDAY,13,Y,1,0.4861795942551266,,,XAP,Approved,-1079,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Regional / Local,589,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1048.0,-898.0,-898.0,-887.0,0.0
1264,2183877,229423,Consumer loans,12003.75,126967.5,112500.0,14467.5,126967.5,FRIDAY,12,Y,1,0.1240980780693699,,,XAP,Approved,-2363,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Stone,146,Consumer electronics,12.0,middle,POS household with interest,365243.0,-2325.0,-1995.0,-1995.0,-1990.0,0.0
1265,1110386,415739,Revolving loans,6750.0,0.0,135000.0,,,THURSDAY,9,Y,1,,,,XAP,Approved,-2665,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,23,Connectivity,0.0,XNA,Card Street,-2663.0,-2608.0,365243.0,-2333.0,365243.0,0.0
1266,2293922,210708,Consumer loans,4448.79,62730.0,56457.0,6273.0,62730.0,MONDAY,10,Y,1,0.1089090909090909,,,XAP,Approved,-2284,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Stone,50,Furniture,22.0,low_normal,POS industry with interest,365243.0,-2245.0,-1615.0,-1675.0,-1669.0,0.0
1267,2449337,443382,Consumer loans,,26955.0,26955.0,0.0,26955.0,MONDAY,17,Y,1,0.0,,,XAP,Unused offer,-2013,Cash through the bank,CLIENT,Unaccompanied,Repeater,Mobile,XNA,XNA,Country-wide,33,Connectivity,,XNA,POS mobile with interest,,,,,,
1268,2064581,309955,Consumer loans,20271.465,188820.0,182461.5,18882.0,188820.0,TUESDAY,11,Y,1,0.1021349809924558,,,XAP,Approved,-2775,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Stone,23,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-2744.0,-2474.0,-2534.0,-2525.0,1.0
1269,1199621,335336,Cash loans,10573.065,180000.0,209700.0,,180000.0,THURSDAY,11,Y,1,,,,XNA,Refused,-913,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Country-wide,32,Connectivity,30.0,middle,Cash X-Sell: middle,,,,,,
1270,2425622,127555,Consumer loans,13794.03,74160.0,70267.5,7416.0,74160.0,SUNDAY,10,Y,1,0.1039692879674343,,,XAP,Approved,-538,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,32,Connectivity,6.0,high,POS mobile with interest,365243.0,-507.0,-357.0,-417.0,-412.0,0.0
1271,2099187,298608,Consumer loans,18000.54,399568.5,399568.5,0.0,399568.5,SATURDAY,12,Y,1,0.0,,,XAP,Approved,-321,Cash through the bank,XAP,,Repeater,Clothing and Accessories,POS,XNA,Stone,149,Clothing,24.0,low_action,POS industry without interest,365243.0,-290.0,400.0,365243.0,365243.0,0.0
1272,2659186,166718,Cash loans,31978.35,450000.0,499896.0,,450000.0,TUESDAY,13,Y,1,,,,XNA,Approved,-1638,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,24.0,middle,Cash X-Sell: middle,365243.0,-1608.0,-918.0,-918.0,-889.0,1.0
1273,1570328,268114,Consumer loans,3770.325,24381.0,27301.5,2439.0,24381.0,TUESDAY,14,Y,1,0.0893156714672828,,,XAP,Approved,-1043,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,10.0,high,POS mobile with interest,365243.0,-1011.0,-741.0,-891.0,-884.0,0.0
1274,2229074,163626,Consumer loans,3031.695,30037.5,30037.5,0.0,30037.5,FRIDAY,18,Y,1,0.0,0.1969001473421738,0.8673361522198731,XAP,Approved,-182,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,middle,POS mobile with interest,365243.0,-131.0,199.0,-71.0,-68.0,0.0
1275,2838292,135093,Cash loans,44565.3,1170000.0,1170000.0,,1170000.0,SUNDAY,16,Y,1,,,,XNA,Refused,-245,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),10,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
1276,1068562,293788,Cash loans,8920.935,45000.0,46485.0,,45000.0,WEDNESDAY,16,Y,1,,,,XNA,Refused,-495,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,6.0,middle,Cash X-Sell: middle,,,,,,
1277,2536958,308239,Cash loans,43179.75,675000.0,675000.0,,675000.0,SATURDAY,14,Y,1,,,,XNA,Approved,-1049,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-1019.0,-329.0,-629.0,-621.0,0.0
1278,1292405,233820,Cash loans,,0.0,0.0,,,SATURDAY,8,Y,1,,,,XNA,Canceled,-402,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1279,2629070,206111,Cash loans,28316.115,495000.0,553806.0,,495000.0,WEDNESDAY,11,Y,0,,,,XNA,Approved,-762,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-732.0,318.0,-372.0,-366.0,1.0
1280,2767276,135526,Cash loans,,0.0,0.0,,,SATURDAY,9,Y,1,,,,XNA,Canceled,-95,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1281,1646983,213134,Revolving loans,,0.0,0.0,,,MONDAY,14,Y,1,,,,XAP,Canceled,-257,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1282,1580005,241029,Revolving loans,,0.0,0.0,,,WEDNESDAY,9,Y,1,,,,XAP,Canceled,-226,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1283,1667503,326338,Cash loans,20711.34,292500.0,405072.0,,292500.0,WEDNESDAY,10,Y,1,,,,XNA,Approved,-639,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-609.0,441.0,-9.0,-5.0,1.0
1284,2528644,288304,Cash loans,74451.825,1800000.0,1928304.0,,1800000.0,SATURDAY,12,Y,1,,,,Buying a new car,Refused,-591,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_normal,Cash Street: low,,,,,,
1285,2743127,246156,Cash loans,9426.24,45000.0,46485.0,,45000.0,THURSDAY,15,Y,1,,,,Urgent needs,Refused,-551,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high,,,,,,
1286,1375939,449551,Cash loans,,0.0,0.0,,,MONDAY,10,Y,1,,,,XNA,Canceled,-285,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1287,2057015,451580,Consumer loans,10875.87,61992.0,61992.0,0.0,61992.0,WEDNESDAY,11,Y,1,0.0,,,XAP,Approved,-725,Cash through the bank,XAP,"Spouse, partner",New,Construction Materials,POS,XNA,Regional / Local,9,Construction,6.0,low_action,POS industry without interest,365243.0,-687.0,-537.0,-537.0,-532.0,0.0
1288,2777830,398002,Consumer loans,,98325.0,98325.0,,98325.0,SATURDAY,10,Y,1,,,,XAP,Unused offer,-601,Non-cash from your account,CLIENT,,New,Photo / Cinema Equipment,XNA,XNA,Country-wide,72,Connectivity,,XNA,POS mobile with interest,,,,,,
1289,1689956,438386,Consumer loans,9071.91,107995.5,85495.5,22500.0,107995.5,THURSDAY,10,Y,1,0.2269033937020104,,,XAP,Approved,-358,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,100,Consumer electronics,12.0,middle,POS household with interest,365243.0,-328.0,2.0,-298.0,-292.0,0.0
1290,2629155,101813,Consumer loans,22777.335,146245.5,123174.0,29250.0,146245.5,SATURDAY,15,Y,1,0.208995362219264,,,XAP,Approved,-379,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,100,Consumer electronics,6.0,middle,POS household with interest,365243.0,-348.0,-198.0,-198.0,-196.0,0.0
1291,1803067,418591,Consumer loans,6296.715,116541.0,139617.0,0.0,116541.0,WEDNESDAY,19,Y,1,0.0,,,XAP,Approved,-1381,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,100,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1350.0,-660.0,-780.0,-775.0,0.0
1292,1675421,373568,Consumer loans,6065.28,74205.0,85959.0,0.0,74205.0,SUNDAY,8,Y,1,0.0,,,XAP,Approved,-558,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Stone,450,Consumer electronics,18.0,middle,POS household with interest,365243.0,-526.0,-16.0,-136.0,-131.0,0.0
1293,2159725,162831,Revolving loans,4500.0,90000.0,90000.0,,90000.0,SUNDAY,11,Y,1,,,,XAP,Refused,-23,XNA,HC,Family,Refreshed,XNA,Cards,x-sell,Stone,150,Furniture,0.0,XNA,Card X-Sell,,,,,,
1294,1666886,245399,Consumer loans,5172.165,103077.0,114682.5,0.0,103077.0,FRIDAY,15,Y,1,0.0,,,XAP,Approved,-1478,Cash through the bank,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Country-wide,910,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1443.0,-753.0,-843.0,-839.0,0.0
1295,1565715,208270,Revolving loans,2250.0,45000.0,45000.0,,45000.0,FRIDAY,20,Y,1,,,,XAP,Approved,-515,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Country-wide,100,Consumer electronics,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
1296,1179895,255465,Consumer loans,4176.495,74884.5,89712.0,0.0,74884.5,THURSDAY,10,Y,1,0.0,,,XAP,Approved,-1595,Cash through the bank,XAP,Other_B,Repeater,Consumer Electronics,POS,XNA,Regional / Local,60,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1564.0,-874.0,-904.0,-899.0,0.0
1297,1326682,118999,Consumer loans,6888.87,35050.5,36900.0,0.0,35050.5,TUESDAY,9,Y,1,0.0,,,XAP,Approved,-547,Cash through the bank,XAP,,Refreshed,Consumer Electronics,POS,XNA,Regional / Local,60,Consumer electronics,6.0,middle,POS household with interest,365243.0,-516.0,-366.0,-366.0,-360.0,0.0
1298,2605130,409873,Consumer loans,6463.8,61245.0,60579.0,6124.5,61245.0,SATURDAY,12,Y,1,0.0999968108529128,,,XAP,Approved,-1996,Cash through the bank,XAP,Children,New,Consumer Electronics,POS,XNA,Country-wide,1160,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1964.0,-1634.0,-1634.0,-1631.0,0.0
1299,2800983,199242,Consumer loans,4947.525,49486.5,49239.0,4950.0,49486.5,MONDAY,8,Y,1,0.0994851353595748,,,XAP,Approved,-1001,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,346,Consumer electronics,12.0,middle,POS household with interest,365243.0,-970.0,-640.0,-820.0,-813.0,0.0
1300,2445519,383149,Consumer loans,6070.545,67018.5,67018.5,0.0,67018.5,TUESDAY,15,Y,1,0.0,,,XAP,Approved,-344,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,150,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-314.0,16.0,-164.0,-157.0,0.0
1301,1561561,296219,Consumer loans,3894.435,27855.0,26932.5,2785.5,27855.0,SUNDAY,12,Y,1,0.1020816584989813,,,XAP,Approved,-2802,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,61,Connectivity,9.0,low_normal,POS mobile with interest,365243.0,-2770.0,-2530.0,-2530.0,-2522.0,1.0
1302,1445895,316215,Consumer loans,5006.25,110538.0,110538.0,0.0,110538.0,SUNDAY,15,Y,1,0.0,,,XAP,Approved,-659,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,3205,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-628.0,62.0,365243.0,365243.0,0.0
